Lemma,Case,Number,Gender,Degree,Upos,Forms
anbieten,Acc,Sing,Neut,Pos,ADJ,angebotene | angebotenes
anbinden,Dat,Sing,Masc,Pos,ADJ,angebundenem | angebundenen
anbringen,Acc,Plur,Masc,Pos,ADJ,angebrachte | angebrachten
anderer,Acc,Plur,Masc,,DET,andere | anderen
anderer,Dat,Sing,Fem,,DET,anderen | anderer
anderer,Acc,Plur,Fem,,DET,andere | anderen
anderer,Acc,Sing,Neut,,DET,andere | anderes
anderer,Dat,Sing,Masc,,DET,anderem | anderen
anderer,Acc,Plur,Neut,,DET,andere | anderen
anderer,Dat,Sing,Neut,,DET,anderem | anderen
anderer,Dat,Plur,,,DET,andere | anderen | andern
anderer,Dat,Sing,,,DET,anderem | anderen
anderer,Acc,,,,DET,andere | andern | andre
anderer,Dat,,,,DET,andern | andre
anfallen,Acc,Sing,Fem,Pos,ADJ,anfallende | angefallene
anfallen,Acc,Plur,Neut,Pos,ADJ,anfallende | anfallenden | angefallene | angefallenen
anfänglich,Dat,Sing,Neut,Pos,ADJ,anfänglichem | anfänglichen
anfänglich,Dat,Sing,Fem,Pos,ADJ,anfänglichen | anfänglicher
angeben,Acc,Plur,Fem,Pos,ADJ,angegebene | angegebenen
angeben,Acc,Plur,Masc,Pos,ADJ,angegebene | angegebenen
angeblich,Dat,Sing,Fem,Pos,ADJ,angeblichen | angeblicher
angeblich,Acc,Sing,Neut,Pos,ADJ,angebliche | angebliches
angeblich,Acc,Plur,Masc,Pos,ADJ,angebliche | angeblichen
angenehm,Dat,Sing,Fem,Pos,ADJ,angenehmen | angenehmer
angepaßt,Acc,Sing,Neut,Pos,ADJ,angepasste | angepasstes
anhaltend,Dat,Sing,Fem,Pos,ADJ,anhaltenden | anhaltender
anhängig,Acc,Sing,Neut,Pos,ADJ,anhängige | anhängiges
ankündigen,Acc,Sing,Neut,Pos,ADJ,angekündigte | angekündigtes
anlaufen,Dat,Sing,Fem,Pos,ADJ,angelaufenen | anlaufenden
anlegen,Acc,Sing,Neut,Pos,ADJ,angelegte | angelegtes
anlegen,Acc,Plur,Fem,Pos,ADJ,angelegte | angelegten
anmessen,Acc,Plur,Fem,Pos,ADJ,angemessene | angemessenen
anmessen,Dat,Sing,Fem,Pos,ADJ,angemessenen | angemessener
annehmen,Dat,Sing,Masc,Pos,ADJ,angenommenen | anzunehmenden
anonym,Acc,Plur,Fem,Pos,ADJ,anonyme | anonymen
anonym,Dat,Sing,Fem,Pos,ADJ,anonymen | anonymer
anpassen,Acc,Sing,Masc,Pos,ADJ,angepassten | angepaßten
anpassen,Acc,Plur,Fem,Pos,ADJ,angepasste | angepaßte
anpassen,Acc,Sing,Fem,Pos,ADJ,angepasste | angepaßte
anpassen,Dat,Sing,Fem,Pos,ADJ,angepassten | angepaßten
anschlagen,Dat,Sing,Neut,Pos,ADJ,angeschlagene | angeschlagenen
anschließen,Dat,Sing,Fem,Pos,ADJ,angeschlossener | anschließende | anschließenden | anschließender
anschließen,Acc,Sing,Masc,Pos,ADJ,angeschlossenen | anschließenden
anschließen,Dat,Plur,Fem,Pos,ADJ,angeschlossenen | anschließenden
anschließen,Dat,Sing,Neut,Pos,ADJ,angeschlossenem | angeschlossenen | anschließenden
anschließen,Dat,Sing,Masc,Pos,ADJ,angeschlossenem | angeschlossenen | anschließendem
anschließen,Acc,Sing,Neut,Pos,ADJ,angeschlossene | angeschlossenes
anschließen,Acc,Plur,Fem,Pos,ADJ,angeschlossenen | anschließende
anschließen,Acc,Plur,Neut,Pos,ADJ,angeschlossene | angeschlossenen
ansprechen,Acc,Sing,Fem,Pos,ADJ,angesprochene | ansprechende
anspruchsvoll,Dat,Sing,Fem,Pos,ADJ,anspruchsvollen | anspruchsvoller
anstehen,Acc,Plur,Fem,Pos,ADJ,anstehende | anstehenden
anstehen,Acc,Plur,Masc,Pos,ADJ,anstehende | anstehenden
anstrengen,Dat,Plur,Fem,Pos,ADJ,angestrengten | anstrengenden
anstrengen,Dat,Sing,Fem,Pos,ADJ,angestrengten | anstrengenden
anstößig,Acc,Plur,Masc,Pos,ADJ,anstößige | anstößigen
antik,Dat,Sing,Fem,Pos,ADJ,antiken | antiker
anwenden,Acc,Sing,Fem,Pos,ADJ,angewandte | angewendete
anwenden,Dat,Sing,Neut,Pos,ADJ,angewandten | anzuwendenden
anwenden,Acc,Sing,Masc,Pos,ADJ,angewendeten | anwendenden | anzuwendenden
anzeigen,Acc,Plur,Fem,Pos,ADJ,angezeigte | angezeigten
arabisch,Dat,Plur,Masc,Pos,ADJ,arabischen | pro-arabischen
arbeiten,Acc,Plur,Fem,Pos,ADJ,arbeitende | arbeitenden
archaisch,Dat,Sing,Neut,Pos,ADJ,archaischem | archaischen
archivieren,Acc,Plur,Neut,Pos,ADJ,archivierenden | archivierte | archivierten
arm,Acc,Plur,Neut,Pos,ADJ,arme | armen
asiatisch,Dat,Sing,Masc,Pos,ADJ,asiatischem | asiatischen | europäisch-asiatischen | pazifisch-asiatischen
asiatisch,Acc,Plur,Masc,Pos,ADJ,asiatische | asiatischen
asiatisch,Acc,Plur,Fem,Pos,ADJ,asiatische | asiatischen
astronomisch,Acc,Plur,Fem,Pos,ADJ,astronomische | astronomischen
atomar,Dat,Sing,Neut,Pos,ADJ,atomarem | atomaren
attraktiv,Acc,Plur,Neut,Pos,ADJ,attraktive | attraktiven
aufbereiten,Acc,Plur,Fem,Pos,ADJ,aufbereitete | aufbereiteten
auflösen,Dat,Sing,Neut,Pos,ADJ,aufgelösten | auflösenden
aufnehmen,Dat,Sing,Neut,Pos,ADJ,aufgenommenem | aufgenommenen
aufregen,Dat,Plur,Fem,Pos,ADJ,aufgeregten | aufregenden
auftreten,Acc,Plur,Fem,Pos,ADJ,aufgetretene | aufgetretenen
auftreten,Acc,Plur,Masc,Pos,ADJ,aufgetretene | auftretende | auftretenden
aufwendig,Dat,Sing,Fem,Pos,ADJ,aufwendigen | aufwendiger
aufzeichnen,Acc,Sing,Neut,Pos,ADJ,aufgezeichnete | aufgezeichnetes
ausbauen,Dat,Sing,Neut,Pos,ADJ,ausgebautem | ausgebauten
ausbauen,Dat,Sing,Fem,Pos,ADJ,ausgebauten | ausgebauter
ausbilden,Dat,Plur,Masc,Pos,ADJ,ausgebildete | ausgebildeten
ausbilden,Acc,Plur,Masc,Pos,ADJ,ausgebildete | ausgebildeten
ausdrücklich,Dat,Sing,Fem,Pos,ADJ,ausdrücklichen | ausdrücklicher
ausdrücklich,Acc,Sing,Fem,Pos,ADJ,ausdrückliche | ausdrücklicher
ausfallen,Dat,Plur,Masc,Pos,ADJ,ausfallenden | ausgefallenen
ausfallen,Acc,Plur,Fem,Pos,ADJ,ausgefallene | ausgefallenen
ausführbar,Dat,Sing,Fem,Pos,ADJ,ausführbaren | ausführbarer
ausführlich,Acc,Plur,Fem,Pos,ADJ,ausführliche | ausführlichen
ausführlich,Dat,Sing,Masc,Pos,ADJ,ausführlichem | ausführlichen
ausführlich,Dat,Plur,Fem,Pos,ADJ,ausführliche | ausführlichen
ausgeben,Acc,Plur,Fem,Pos,ADJ,ausgegebene | ausgegebenen
ausgeben,Acc,Plur,Masc,Pos,ADJ,ausgegebene | ausgegebenen
ausgiebig,Dat,Sing,Masc,Pos,ADJ,ausgiebigem | ausgiebigen
ausklügeln,Dat,Sing,Neut,Pos,ADJ,ausgeklügeltem | ausgeklügelten
auslagern,Acc,Plur,Fem,Pos,ADJ,ausgelagerte | ausgelagerten
auslasten,Dat,Sing,Neut,Pos,ADJ,ausgelastetem | ausgelasteten
auslaufen,Acc,Sing,Neut,Pos,ADJ,auslaufende | auslaufendes
ausliefern,Acc,Plur,Neut,Pos,ADJ,ausgelieferte | ausgelieferten
ausländisch,Acc,Plur,Masc,Pos,ADJ,ausländische | ausländischen
ausländisch,Dat,Sing,Neut,Pos,ADJ,ausländischem | ausländischen
ausländisch,Dat,Plur,Masc,Pos,ADJ,ausländische | ausländischen
ausländisch,Acc,Plur,Neut,Pos,ADJ,ausländische | ausländischen
ausländisch,Acc,Plur,Fem,Pos,ADJ,ausländische | ausländischen
ausländisch,Dat,Sing,Fem,Pos,ADJ,ausländischen | ausländischer
ausprägen,Dat,Sing,Neut,Pos,ADJ,ausgeprägtem | ausgeprägten
ausreichen,Dat,Sing,Masc,Pos,ADJ,ausreichendem | ausreichenden
ausreichen,Dat,Sing,Neut,Pos,ADJ,ausreichendem | ausreichenden
ausreichend,Dat,Sing,Neut,Pos,ADJ,ausreichendem | ausreichenden
ausreichend,Dat,Sing,Fem,Pos,ADJ,ausreichenden | ausreichender
ausschalten,Dat,Sing,Neut,Pos,ADJ,ausgeschaltetem | ausgeschalteten
ausstatten,Acc,Plur,Fem,Pos,ADJ,ausgestattete | ausgestatteten
ausstatten,Acc,Sing,Neut,Pos,ADJ,ausgestattete | ausgestattetes
ausstatten,Acc,Plur,Neut,Pos,ADJ,ausgestattete | ausgestatteten
ausstehen,Acc,Plur,Fem,Pos,ADJ,ausstehende | ausstehenden
aussuchen,Dat,Plur,Neut,Pos,ADJ,ausgesuchte | ausgesuchten
auswählen,Acc,Plur,Fem,Pos,ADJ,ausgewählte | ausgewählten
auswählen,Acc,Plur,Masc,Pos,ADJ,ausgewählte | ausgewählten
auswählen,Acc,Plur,Neut,Pos,ADJ,ausgewählte | ausgewählten
auswählen,Dat,Sing,Fem,Pos,ADJ,ausgewählten | ausgewählter
automatisch,Dat,Sing,Fem,Pos,ADJ,automatischen | automatischer
automatisch,Acc,Sing,Neut,Pos,ADJ,automatische | automatisches
automatisch,Dat,Sing,Masc,Pos,ADJ,automatischem | automatischen
automatisch,Dat,Sing,Neut,Pos,ADJ,automatische | automatischen
automatisieren,Acc,Sing,Neut,Pos,ADJ,automatisierte | automatisiertes
autonom,Acc,Sing,Neut,Pos,ADJ,autonome | autonomes
autorisieren,Dat,Sing,Fem,Pos,ADJ,autorisierten | autorisierter
außergewöhnlich,Acc,Plur,Fem,Pos,ADJ,außergewöhnliche | außergewöhnlichen
basieren,Acc,Sing,Fem,Pos,ADJ,basierende | dos-basierte | funk-basierte | glibc-basierte | gmr-kopf-basierte | internet-basierende | isdn-basierende | java-basierte | libc5-basierte | linux-basierte | voodoo-graphics-basierte | web-basierende | web-basierte | windows-98-basierte | xml-basierende | xml-basierte
basieren,Acc,Sing,Neut,Pos,ADJ,atm-basiertes | basierende | basierendes | disc-basierendes | html-basiertes | internet-basiertes | ip-basiertes | java-basiertes | netzwerk-basiertes | server-basiertes | software-basiertes | web-basierte | web-basiertes | windows-basierendes
basieren,Dat,Plur,Neut,Pos,ADJ,98-basierten | alpha-basierten | athlon-basierten | basierenden | intel-basierten | java-basierten | linux-basierten | nds-basierten | pc-basierten | powerpc-basierten | smartcard-basierten | stift-basierenden | text-basierten | unix-basierte
basieren,Acc,Sing,Masc,Pos,ADJ,basierenden | java-basierten | java3d-basierten | linux-basierten | wap-basierten | web-basierenden | web-basierten | xml-basierten
basieren,Dat,Plur,Masc,Pos,ADJ,intel-basierenden | intel-basierten | mips-basierten | nt-basierenden | unix-basierenden | windows-basierten
basieren,Dat,Sing,Masc,Pos,ADJ,aix-basierten | dsp-basierten | linux-basierten | satelliten-basiertem | xml-basierten
basieren,Acc,Plur,Masc,Pos,ADJ,computer-basierenden | epoc-basierte | internet-basierende | internet-basierte | ip-basierende | ip-basierte | mhp-basierten | umts-basierenden | web-basierte | windows-nt-basierende
basieren,Dat,Sing,Fem,Pos,ADJ,basierenden | server-basierten | unix-basierten | xml-basierten
basieren,Dat,Sing,Neut,Pos,ADJ,linux-basiertem | stratosphären-basierenden
basieren,Dat,Plur,Fem,Pos,ADJ,basierenden | cls-basierten | dsp-basierenden | intel-basierten | internet-basierten | java-basierten | smartcard-basierten | web-basierten | xml-basierten
basieren,Acc,Plur,Fem,Pos,ADJ,basierende | intel-basierte | internet-basierende | internet-basierte | web-basierte
basieren,Acc,Plur,Neut,Pos,ADJ,celeron-basierten | ip-basierte | libc5-basierte | windows-ce-basierte
bayerisch,Dat,Sing,Masc,,PROPN,Bayerischen | Bayerischer
bayerisch,Dat,Sing,Fem,Pos,ADJ,bayerischen | bayerischer
bayerisch,Dat,Sing,Neut,Pos,ADJ,bayerischem | bayerischen
bayerisch,Acc,Plur,Masc,Pos,ADJ,bayerische | bayerischen
beabsichtigen,Dat,Sing,Fem,Pos,ADJ,beabsichtigten | beabsichtigter
bedenklich,Acc,Sing,Neut,Pos,ADJ,bedenkliche | bedenkliches
bedienen,Dat,Sing,Masc,Pos,ADJ,bedienenden | bedienten
bedrohen,Acc,Plur,Fem,Pos,ADJ,bedrohenden | bedrohte
beeindrucken,Dat,Sing,Fem,Pos,ADJ,beeindruckenden | beeindruckender
beeindrucken,Dat,Sing,Neut,Pos,ADJ,beeindruckenden | beeindruckten
begeistern,Acc,Plur,Masc,Pos,ADJ,begeisterten | internet-begeisterte
beginnen,Acc,Sing,Neut,Pos,ADJ,beginnende | begonnenes
beginnen,Dat,Sing,Neut,Pos,ADJ,beginnenden | begonnenen
beginnen,Dat,Sing,Fem,Pos,ADJ,beginnenden | begonnenen
beginnen,Acc,Sing,Fem,Pos,ADJ,beginnende | begonnene
beginnen,Acc,Sing,Masc,Pos,ADJ,beginnenden | begonnenen
begleiten,Dat,Sing,Fem,Pos,ADJ,begleitenden | begleitender
begleiten,Acc,Plur,Neut,Pos,ADJ,begleitende | begleitenden
begrenzen,Dat,Sing,Masc,Pos,ADJ,begrenztem | begrenzten
begrenzen,Dat,Sing,Fem,Pos,ADJ,begrenzten | begrenzter
beherrschen,Acc,Sing,Masc,Pos,ADJ,beherrschenden | beherrschten
beide,Acc,Plur,Fem,,DET,beide | beiden
beide,Acc,Plur,Neut,,DET,beide | beiden
beide,Acc,Plur,,,DET,beide | beiden
beide,Acc,Plur,,,ADJ,beide | beiden
beide,Dat,,,,DET,beide | beiden
beide,Acc,,,,DET,beide | beides | beyde
beispiellos,Dat,Sing,Fem,Pos,ADJ,beispiellosen | beispielloser
bekannt,Dat,,,Pos,ADJ,bekannt | bekannter
bekannt,Dat,Sing,Fem,Pos,ADJ,bekannten | bekannter
bekannt,Acc,Plur,Masc,Pos,ADJ,bekannte | bekannten
bekannt,Dat,Sing,Neut,Pos,ADJ,bekanntem | bekannten
bekannt,Dat,Sing,Masc,Sup,ADJ,bekanntestem | bekanntesten
bekannt,Acc,Plur,Fem,Pos,ADJ,bekannte | bekannten
bekennen,Acc,Sing,Masc,Pos,ADJ,bekannte | bekannten
bekennen,Acc,Plur,Fem,Pos,ADJ,bekannte | bekannten
bekennen,Acc,Plur,Masc,Pos,ADJ,bekannte | bekannten
belgisch,Acc,Plur,Masc,Pos,ADJ,belgische | belgischen
belieben,Acc,Sing,Neut,Pos,ADJ,beliebte | beliebtes
beliebig,Dat,Sing,Masc,Pos,ADJ,beliebigem | beliebigen
beliebig,Dat,Sing,Fem,Pos,ADJ,beliebigen | beliebiger | x-beliebigen
beliebig,Acc,Sing,Neut,Pos,ADJ,beliebige | beliebiges
bequem,Acc,Sing,Neut,Pos,ADJ,bequeme | bequemes
beraten,Dat,Sing,Masc,Pos,ADJ,beratendem | beratenden
berechtigen,Acc,Sing,Neut,Pos,ADJ,berechtigte | berechtigtes
bereitstellen,Acc,Sing,Neut,Pos,ADJ,bereitgestellte | bereitgestelltes
berufen,Dat,Sing,Masc,Pos,ADJ,berufenem | berufenen
beruflich,Dat,Sing,Fem,Pos,ADJ,beruflichen | beruflicher
beruflich,Acc,Plur,Fem,Pos,ADJ,berufliche | beruflichen
berüchtigt,Acc,Sing,Masc,Pos,ADJ,berüchtigten | berühmt-berüchtigten
berüchtigt,Acc,Plur,Fem,Pos,ADJ,berüchtigten | berühmt-berüchtigten
berühmt,Acc,Plur,Masc,Pos,ADJ,berühmte | berühmten
besagen,Dat,Sing,Masc,Pos,ADJ,besagtem | besagten
bescheiden,Acc,Plur,Fem,Pos,ADJ,bescheidene | bescheidenen
bescheiden,Dat,Sing,Fem,Pos,ADJ,bescheidenen | bescheidener
bescheiden,Acc,Plur,Masc,Pos,ADJ,bescheidene | bescheidenen
beschleunigen,Acc,Sing,Fem,Pos,ADJ,2d/3d-beschleunigte | beschleunigte
beschreiben,Acc,Sing,Fem,Pos,ADJ,beschreibende | beschriebene
beschreiben,Acc,Sing,Masc,Pos,ADJ,beschreibenden | beschriebenen
besiedeln,Acc,Plur,Neut,Pos,ADJ,besiedelte | besiedelten
besonder,Acc,Plur,Fem,Pos,ADJ,besondere | besonderen
besondere,Dat,Plur,Neut,Pos,ADJ,besondere | besonderen
besondere,Acc,Sing,Masc,Pos,ADJ,besonderen | besondern
besondere,Acc,Plur,Neut,Pos,ADJ,besondere | besonderen
besondere,Dat,Sing,Neut,Pos,ADJ,besonderem | besonderen
besondere,Dat,Sing,Fem,Pos,ADJ,besonderen | besonderer
besondere,Acc,Plur,Fem,Pos,ADJ,besondere | besonderen
besondere,Dat,Sing,Masc,Pos,ADJ,besonderem | besonderen
beste,Acc,Sing,Neut,Pos,ADJ,beste | bestes
bestechen,Dat,Sing,Fem,Pos,ADJ,bestechenden | bestechender
bestehen,Acc,Plur,Masc,Pos,ADJ,bestehende | bestehenden
bestehen,Dat,Sing,Fem,Pos,ADJ,bestehenden | bestehender
bestehen,Acc,Plur,Neut,Pos,ADJ,bestehende | bestehenden
bestehen,Acc,Plur,Fem,Pos,ADJ,bestehende | bestehenden
bestehen,Acc,Sing,Neut,Pos,ADJ,bestehende | bestehendes
bestehen,Dat,Sing,Masc,Pos,ADJ,bestehendem | bestehenden
bestehend,Dat,Sing,Fem,Pos,ADJ,bestehenden | bestehender
bestimmen,Dat,Plur,Masc,Pos,ADJ,bestimmenden | bestimmte | bestimmten
bestimmen,Acc,Plur,Masc,Pos,ADJ,bestimmende | bestimmte
bestimmen,Dat,Sing,Fem,Pos,ADJ,bestimmenden | bestimmten | bestimmter
bestimmt,Acc,Sing,Neut,Pos,ADJ,bestimmte | bestimmtes
bestätigen,Dat,Sing,Fem,Pos,ADJ,bestätigten | bestätigter
bestücken,Dat,Sing,Masc,Pos,ADJ,bestückten | modem-bestückten
bestücken,Acc,Plur,Masc,Pos,ADJ,bestückte | bestückten
bestücken,Dat,Plur,Neut,Pos,ADJ,bestückten | bestückter | sdram-bestückte
besuchen,Acc,Plur,Fem,Pos,ADJ,besuchte | besuchten
beteiligen,Acc,Plur,Neut,Pos,ADJ,beteiligte | beteiligten
beteiligen,Acc,Plur,Fem,Pos,ADJ,beteiligte | beteiligten
betreffen,Acc,Plur,Masc,Pos,ADJ,betreffenden | betroffenen
betreffen,Dat,Sing,Neut,Pos,ADJ,betreffenden | betroffenen
betreffen,Dat,Plur,Masc,Pos,ADJ,betreffenden | betroffenen
betreffen,Acc,Sing,Masc,Pos,ADJ,betreffenden | betroffenen
betreffen,Acc,Plur,Fem,Pos,ADJ,betreffenden | betroffenen
betreffen,Acc,Sing,Fem,Pos,ADJ,betreffende | betroffene
betreffen,Acc,Sing,Neut,Pos,ADJ,betreffende | betroffene
betreffen,Dat,Plur,Fem,Pos,ADJ,betreffenden | betroffenen
betreffen,Dat,Sing,Fem,Pos,ADJ,betreffenden | betroffenen
betreffen,Acc,Plur,Neut,Pos,ADJ,betreffenden | betroffenen
betreiben,Dat,Sing,Neut,Pos,ADJ,betriebenen | live-betriebenen
betreiben,Dat,Sing,Masc,Pos,ADJ,betriebenen | palm-os-betriebenem
betreiben,Acc,Sing,Neut,Pos,ADJ,betriebene | betriebenes
betriebswirtschaftlich,Acc,Plur,Fem,Pos,ADJ,betriebswirtschaftliche | betriebswirtschaftlichen
beträchtlich,Acc,Plur,Fem,Pos,ADJ,beträchtliche | beträchtlichen
bevorstehen,Dat,Plur,Fem,Pos,ADJ,bevorstehende | bevorstehenden
bewegen,Dat,Sing,Masc,Pos,ADJ,bewegenden | bewegten
beweglich,Acc,Plur,Fem,Pos,ADJ,bewegliche | beweglichen
bewähren,Dat,Sing,Fem,Pos,ADJ,bewährten | bewährter
bezahlen,Dat,Plur,Masc,Pos,ADJ,bezahlenden | bezahlten
bezahlen,Acc,Plur,Fem,Pos,ADJ,bezahlte | bezahlten
bezeichnen,Acc,Plur,Masc,Pos,ADJ,bezeichnete | bezeichneten
bezeichnen,Acc,Plur,Neut,Pos,ADJ,bezeichnete | bezeichneten
bezeichnen,Acc,Sing,Neut,Pos,ADJ,bezeichnendes | bezeichnete
beziehen,Acc,Plur,Neut,Pos,ADJ,internet-bezogene | user-bezogene
bieten,Dat,Plur,Neut,Pos,ADJ,bietenden | gebotenen
bieten,Dat,Sing,Fem,Pos,ADJ,bietenden | gebotenen
bilden,Dat,Sing,Fem,Pos,ADJ,bildenden | gebildeten | gebildeter
bilden,Acc,Sing,Fem,Pos,ADJ,bildende | gebildete
billig,Acc,Plur,Fem,Pos,ADJ,billige | billigen
billig,Dat,Sing,Masc,Pos,ADJ,billigem | billigen
billig,Dat,Sing,Neut,Pos,ADJ,billige | billigen
billig,Dat,Sing,Fem,Pos,ADJ,billigen | billiger
binden,Dat,Sing,Fem,Pos,ADJ,gebundener | pop-gebundener
biologisch,Dat,Plur,Masc,Pos,ADJ,biologische | biologischen
biologisch,Acc,Plur,Fem,Pos,ADJ,biologische | biologischen
biometrisch,Acc,Plur,Neut,Pos,ADJ,biometrische | biometrischen
bisherig,Acc,Sing,Neut,Pos,ADJ,bisherige | bisherigen
bisherig,Acc,Plur,Masc,Pos,ADJ,bisherige | bisherigen
bisherig,Dat,Sing,Fem,Pos,ADJ,bisherigen | bisheriger
bisherig,Dat,Sing,Neut,Pos,ADJ,bisherige | bisherigen
bisherig,Dat,Sing,Masc,Pos,ADJ,bisherigem | bisherigen
bisherig,Dat,Sing,,Pos,ADJ,bisherigem | bisherigen
blau,Dat,Sing,Neut,Pos,ADJ,blauem | blauen
blau,Dat,Sing,Masc,Pos,ADJ,blauem | blauen
blau,Dat,Sing,Fem,Pos,ADJ,blauen | blauer | bondi-blauen
bleiben,Dat,Plur,Masc,Pos,ADJ,bleibenden | gebliebenen
bloß,Dat,Sing,Neut,Pos,ADJ,bloßem | bloßen
bloß,Acc,Sing,Neut,Pos,ADJ,bloße | bloßes
bloß,Dat,Sing,Fem,Pos,ADJ,bloßen | bloßer
bombastisch,Dat,Sing,Masc,Pos,ADJ,bombastischem | bombastischen
boomen,Dat,Sing,Neut,Pos,ADJ,boomendem | boomenden
braun,Dat,Sing,Masc,Pos,ADJ,braunem | braunen
breit,Dat,Sing,Fem,Pos,ADJ,breiten | breiter
breit,Dat,Sing,Masc,Pos,ADJ,breitem | breiten
breit,Acc,Sing,Neut,Pos,ADJ,breite | breites
breit,Acc,Sing,Neut,Cmp,ADJ,breitere | breiteres
breit,Dat,Sing,Neut,Pos,ADJ,breitem | breiten
breit,Dat,Sing,Fem,Cmp,ADJ,breiteren | breiterer
bremsen,Dat,Sing,Neut,Pos,ADJ,gebremstem | gebremsten
bringen,Dat,Plur,Fem,Pos,ADJ,bringende | gebrachten
britisch,Dat,Sing,Fem,Pos,ADJ,britische | britischen | britischer | deutsch-britischen | französisch-britischen
britisch,Acc,Plur,Fem,Pos,ADJ,britische | britischen
britisch,Acc,Sing,Fem,Pos,ADJ,amerikanisch-britische | britische
britisch,Dat,Sing,Masc,Pos,ADJ,britischem | britischen
britisch,Acc,Plur,Masc,Pos,ADJ,britische | britischen
britisch,Dat,Sing,Neut,Pos,ADJ,amerikanisch-britischem | britischem | britischen
britisch,Acc,Sing,Neut,Pos,ADJ,britische | britisches
brutal,Dat,Sing,Fem,Pos,ADJ,brutalen | brutaler
bundesweit,Acc,Sing,Neut,Pos,ADJ,bundesweite | bundesweites
bunt,Acc,Plur,Neut,Pos,ADJ,bunte | bunten
börsennotiert,Acc,Sing,Neut,Pos,ADJ,börsennotierte | börsennotiertes
böse,Dat,Sing,Fem,Pos,ADJ,bösen | böser
bürgerlich,Dat,Sing,Masc,Pos,ADJ,bürgerlichem | bürgerlichen
chemisch,Acc,Plur,Fem,Pos,ADJ,chemische | chemischen
chemisch,Dat,Sing,Fem,Pos,ADJ,chemischen | chemischer
chemisch,Dat,Plur,Neut,Pos,ADJ,chemisch | chemischen
chinesisch,Dat,Sing,Fem,Pos,ADJ,chinesischen | chinesischer
chinesisch,Acc,Plur,Fem,Pos,ADJ,chinesische | chinesischen
chinesisch,Acc,Plur,Masc,Pos,ADJ,chinesische | chinesischen
chinesisch,Acc,Sing,Neut,Pos,ADJ,chinesische | chinesisches
christlich,Acc,Sing,Fem,Pos,ADJ,christlich | christliche
christlich,Dat,Sing,Masc,Pos,ADJ,christlichem | christlichen
damalig,Dat,Sing,Masc,Pos,ADJ,damaligem | damaligen
damalig,Acc,Plur,Masc,Pos,ADJ,damalige | damaligen
dauerhaft,Dat,Sing,Fem,Pos,ADJ,dauerhaften | dauerhafter
dauern,Dat,Sing,Fem,Pos,ADJ,dauernde | dauernden
dazugehörig,Acc,Plur,Neut,Pos,ADJ,dazugehörige | dazugehörigen
defekt,Dat,Sing,Masc,Pos,ADJ,defektem | defekten
defekt,Acc,Plur,Masc,Pos,ADJ,defekte | defekten
demokratisch,Dat,Sing,Fem,Pos,ADJ,demokratisch | demokratischen
demokratisch,Acc,Sing,Fem,Pos,ADJ,demokratische | freiheitlich-demokratische | nicht-demokratische
demokratisch,Acc,Sing,Neut,Pos,ADJ,demokratische | demokratisches
denken,Dat,Sing,Masc,Pos,ADJ,denkenden | gedachten
der,Dat,Sing,Masc,,DET,dem | den | der | des
der,Dat,Sing,Fem,,DET,der | die
der,Dat,Sing,Neut,,DET,das | dem | des
der,Dat,Plur,,,DET,den | der | die
der,Dat,Sing,Neut,,PRON,das | dem
der,Acc,Sing,Masc,,PRON,den | der
der,Acc,Plur,,,DET,den | die
der,Dat,Sing,Masc,,PRON,dem | der
der,Acc,Sing,Masc,,DET,den | der
der,Acc,Sing,Neut,,DET,'s | das
der,Dat,Plur,,,PRON,dem | den | denen | die
der,Acc,Plur,Masc,,DET,den | die
der,Dat,Plur,Masc,,DET,den | der | die
der,Dat,Plur,Neut,,DET,den | der | die
der,Dat,Plur,Fem,,DET,den | der
der,Acc,Sing,,,DET,den | die
der,Dat,,,,DET,dem | der | die
der,Dat,,,,PRON,dem | der
der,Acc,,,,PRON,das | den | der | die
der,Acc,,,,DET,den | die
derartig,Dat,Sing,Fem,Pos,ADJ,derartigen | derartiger
derartig,Acc,Plur,Masc,Pos,ADJ,derartige | derartigen
derjenige,Acc,Plur,Fem,,DET,diejenige | diejenigen
derselbe,Acc,Sing,Masc,,DET,denselben | dieselben
derselbe,Dat,,,,DET,demselben | derselben
derzeitig,Dat,Sing,Masc,Pos,ADJ,derzeitigem | derzeitigen
derzeitig,Dat,Sing,Fem,Pos,ADJ,derzeitigen | derzeitiger
deutlich,Dat,Sing,Fem,Pos,ADJ,deutlichen | deutlicher
deutlich,Dat,Sing,Neut,Pos,ADJ,deutlichem | deutlichen
deutlich,Dat,Sing,Masc,Pos,ADJ,deutlichem | deutlichen
deutlich,Acc,Plur,Fem,Pos,ADJ,deutliche | deutlichen
deutlich,Acc,Sing,Neut,Pos,ADJ,deutliche | deutliches
deutlich,Acc,Plur,Neut,Pos,ADJ,deutliche | deutlichen
deutsch,Acc,Sing,Neut,,PROPN,Deutsch | Deutsches
deutsch,Dat,Sing,Fem,Pos,ADJ,deutsch | deutsche | deutschen | deutscher
deutsch,Acc,Plur,Neut,Pos,ADJ,deutsche | deutschen
deutsch,Acc,Sing,Neut,,NOUN,Deutsch | Deutsche
deutsch,Dat,Sing,Neut,,PROPN,Deutsch | Deutschen
deutsch,Dat,Sing,Neut,Pos,ADJ,deutsch | deutsche | deutschem | deutschen
