Lemma,Case,Number,Gender,Degree,Upos,Forms
E-Business-Aktivität,Acc,Plur,Fem,,NOUN,E-Business-Aktivitäten
E-Business-Aktivität,Dat,Plur,Fem,,NOUN,E-Business-Aktivitäten
E-Business-Allianz,Acc,Sing,Fem,,NOUN,E-Business-Allianz
E-Business-Anwendung,Acc,Plur,Fem,,NOUN,E-Business-Anwendungen
E-Business-Applikation,Dat,Plur,Fem,,NOUN,E-Business-Applikationen
E-Business-Auftritt,Dat,Plur,Masc,,NOUN,E-Business-Auftritten
E-Business-Beauftragt,Dat,Sing,Masc,,NOUN,E-Business-Beauftragten
E-Business-Bereich,Acc,Sing,Masc,,NOUN,E-Business-Bereich
E-Business-Center,Acc,Plur,Neut,,NOUN,E-Business-Center
E-Business-Dienstleister,Acc,Sing,Masc,,NOUN,E-Business-Dienstleister
E-Business-Dienstleistung,Acc,Plur,Fem,,NOUN,E-Business-Dienstleistungen
E-Business-Dokument,Dat,Plur,Neut,,NOUN,E-Business-Dokumenten
E-Business-Geschäft,Acc,Sing,Neut,,NOUN,E-Business-Geschäft
E-Business-Infrastruktur,Dat,Plur,Fem,,NOUN,E-Business-Infrastrukturen
E-Business-Konzept,Acc,Plur,Neut,,NOUN,E-Business-Konzepte
E-Business-Lösung,Dat,Plur,Fem,,NOUN,E-Business-Lösungen
E-Business-Lösung,Acc,Plur,Fem,,NOUN,E-Business-Lösungen
E-Business-Lösung,Dat,Sing,Fem,,NOUN,E-Business-Lösung
E-Business-Plattform,Dat,Sing,Fem,,NOUN,E-Business-Plattform
E-Business-Produkt,Acc,Plur,Neut,,NOUN,E-Business-Produkte
E-Business-Projekt,Dat,Plur,Neut,,NOUN,E-Business-Projekten
E-Business-Revolution,Dat,Sing,Fem,,NOUN,E-Business-Revolution
E-Business-Service,Dat,Plur,Masc,,NOUN,E-Business-Services
E-Business-Software,Acc,Sing,Fem,,NOUN,E-Business-Software
E-Business-Spezialist,Dat,Sing,Masc,,NOUN,E-Business-Spezialisten
E-Business-Sprache,Dat,Plur,Fem,,NOUN,E-Business-Sprachen
E-Business-Strategie,Acc,Sing,Fem,,NOUN,E-Business-Strategie
E-Business-System,Dat,Plur,Neut,,NOUN,E-Business-Systemen
E-Business-Thema,Dat,Plur,Neut,,NOUN,E-Business-Themen
E-Business-Transaktion,Acc,Plur,Fem,,NOUN,E-Business-Transaktionen
E-Business-Unternehmen,Acc,Plur,Neut,,NOUN,E-Business-Unternehmen
E-Business-Webseite,Dat,Plur,Fem,,NOUN,E-Business-Webseiten
E-Business-Zentrum,Dat,Plur,Neut,,NOUN,E-Business-Zentren
E-Card-Leser,Acc,Sing,Masc,,NOUN,E-Card-Leser
E-Cash,Dat,,,,PROPN,E-Cash
E-Cash-System,Dat,Plur,Neut,,NOUN,E-Cash-Systemen
E-Cash-Technologies,Dat,,,,NOUN,E-Cash-Technologies
E-Cinema,Dat,Sing,Neut,,NOUN,E-Cinema
E-Commerce,Acc,Sing,Masc,,NOUN,E-Commerce
E-Commerce,Dat,Sing,Masc,,NOUN,E-Commerce
E-Commerce-Aktivität,Acc,Plur,Fem,,NOUN,E-Commerce-Aktivitäten
E-Commerce-Aktivität,Dat,Plur,Fem,,NOUN,E-Commerce-Aktivitäten
E-Commerce-Anbieter,Dat,Plur,Masc,,NOUN,E-Commerce-Anbietern
E-Commerce-Anbieter,Acc,Plur,Masc,,NOUN,E-Commerce-Anbieter
E-Commerce-Angebot,Acc,Plur,Neut,,NOUN,E-Commerce-Angebote
E-Commerce-Angebot,Dat,Plur,Neut,,NOUN,E-Commerce-Angeboten
E-Commerce-Angebot,Acc,Sing,Neut,,NOUN,E-Commerce-Angebot
E-Commerce-Anwendung,Acc,Plur,Fem,,NOUN,E-Commerce-Anwendungen
E-Commerce-Anwendung,Dat,Plur,Fem,,NOUN,E-Commerce-Anwendungen
E-Commerce-Baustelle,Dat,Sing,Fem,,NOUN,E-Commerce-Baustelle
E-Commerce-Bereich,Dat,Sing,Masc,,NOUN,E-Commerce-Bereich
E-Commerce-Bestellung,Dat,Plur,Fem,,NOUN,E-Commerce-Bestellungen
E-Commerce-Besteuerung,Dat,Sing,Fem,,NOUN,E-Commerce-Besteuerung
E-Commerce-Beteiligung,Acc,Plur,Fem,,NOUN,E-Commerce-Beteiligungen
E-Commerce-Betreiber,Dat,Plur,Masc,,NOUN,E-Commerce-Betreibern
E-Commerce-Boom,Dat,Sing,Masc,,NOUN,E-Commerce-Boom
E-Commerce-Branche,Acc,Sing,Fem,,NOUN,E-Commerce-Branche
E-Commerce-Branche,Dat,Sing,Fem,,NOUN,E-Commerce-Branche
E-Commerce-Datenbank,Acc,Sing,Fem,,NOUN,E-Commerce-Datenbank
E-Commerce-Dienst,Dat,Plur,Masc,,NOUN,E-Commerce-Diensten
E-Commerce-Dienst,Acc,Sing,Masc,,NOUN,E-Commerce-Dienst
E-Commerce-Dienstleister,Acc,Sing,Masc,,NOUN,E-Commerce-Dienstleister
E-Commerce-Einkauf,Acc,Sing,Masc,,NOUN,E-Commerce-Einkauf
E-Commerce-Einkauf,Dat,Plur,Masc,,NOUN,E-Commerce-Einkäufen
E-Commerce-Euphorie,Dat,Sing,Fem,,NOUN,E-Commerce-Euphorie
E-Commerce-Expansion,Dat,Sing,Fem,,NOUN,E-Commerce-Expansion
E-Commerce-Experte,Acc,Plur,Masc,,NOUN,E-Commerce-Experten
E-Commerce-Firma,Dat,Sing,Fem,,NOUN,E-Commerce-Firma
E-Commerce-Firma,Dat,Plur,Fem,,NOUN,E-Commerce-Firmen
E-Commerce-Firma,Acc,Plur,Fem,,NOUN,E-Commerce-Firmen
E-Commerce-Freude,Dat,Plur,Fem,,NOUN,E-Commerce-Freuden
E-Commerce-Geschäft,Acc,Sing,Neut,,NOUN,E-Commerce-Geschäft
E-Commerce-Geschäft,Dat,Sing,Neut,,NOUN,E-Commerce-Geschäft
E-Commerce-Gesetz,Dat,Sing,Neut,,NOUN,E-Commerce-Gesetz
E-Commerce-Gesetz,Acc,Sing,Neut,,NOUN,E-Commerce-Gesetz
E-Commerce-Gruppe,Dat,Sing,Fem,,NOUN,E-Commerce-Gruppe
E-Commerce-Inhalt,Dat,Plur,Masc,,NOUN,E-Commerce-Inhalten
E-Commerce-Initiative,Acc,Plur,Fem,,NOUN,E-Commerce-Initiativen
E-Commerce-Investition,Acc,Plur,Fem,,NOUN,E-Commerce-Investitionen
E-Commerce-Komponente,Acc,Sing,Fem,,NOUN,E-Commerce-Komponente
E-Commerce-Konzept,Dat,Plur,Neut,,NOUN,E-Commerce-Konzepten
E-Commerce-Kunde,Dat,Plur,,,NOUN,E-Commerce-Kunden
E-Commerce-Logistik,Acc,Sing,Fem,,NOUN,E-Commerce-Logistik
E-Commerce-Lösung,Dat,Plur,Fem,,NOUN,E-Commerce-Lösungen
E-Commerce-Mehrwert,Acc,Sing,Masc,,NOUN,E-Commerce-Mehrwert
E-Commerce-Netzwerk,Dat,Sing,Neut,,NOUN,E-Commerce-Netzwerk
E-Commerce-Neuling,Acc,Plur,Masc,,NOUN,E-Commerce-Neulinge
E-Commerce-Paket,Acc,Sing,Neut,,NOUN,E-Commerce-Paket
E-Commerce-Pionier,Acc,Sing,Masc,,NOUN,E-Commerce-Pionier
E-Commerce-Plan,Acc,Plur,Masc,,NOUN,E-Commerce-Pläne
E-Commerce-Plattform,Acc,Sing,Fem,,NOUN,E-Commerce-Plattform
E-Commerce-Plattform,Dat,Sing,Fem,,NOUN,E-Commerce-Plattform
E-Commerce-Plattform,Dat,Plur,Fem,,NOUN,E-Commerce-Plattformen
E-Commerce-Portal,Dat,Sing,Neut,,NOUN,E-Commerce-Portal
E-Commerce-Portal,Acc,Sing,Neut,,NOUN,E-Commerce-Portal
E-Commerce-Produkt,Dat,Plur,Neut,,NOUN,E-Commerce-Produkten
E-Commerce-Professor,Dat,Sing,Masc,,NOUN,E-Commerce-Professor
E-Commerce-Programm,Dat,Sing,Neut,,NOUN,E-Commerce-Programm
E-Commerce-Projekt,Dat,Plur,Neut,,NOUN,E-Commerce-Projekten
E-Commerce-Prophet,Dat,Sing,Masc,,NOUN,E-Commerce-Propheten
E-Commerce-Richtlinie,Dat,Sing,Fem,,NOUN,E-Commerce-Richtlinie
E-Commerce-Richtlinie,Acc,Sing,Fem,,NOUN,E-Commerce-Richtlinie
E-Commerce-Richtlinie,Acc,Plur,Fem,,NOUN,E-Commerce-Richtlinien
E-Commerce-Seite,Dat,Plur,Fem,,NOUN,E-Commerce-Seiten
E-Commerce-Seite,Acc,Sing,Fem,,NOUN,E-Commerce-Seite
E-Commerce-Server,Dat,Plur,Masc,,NOUN,E-Commerce-Servern
E-Commerce-Site,Dat,Plur,Fem,,NOUN,E-Commerce-Sites
E-Commerce-Site,Acc,Plur,Fem,,NOUN,E-Commerce-Sites
E-Commerce-Site,Acc,Sing,Fem,,NOUN,E-Commerce-Site
E-Commerce-Software,Dat,Sing,Fem,,NOUN,E-Commerce-Software
E-Commerce-Software,Acc,Sing,Fem,,NOUN,E-Commerce-Software
E-Commerce-Sparte,Dat,Sing,Fem,,NOUN,E-Commerce-Sparte
E-Commerce-Spezialist,Dat,Sing,Masc,,NOUN,E-Commerce-Spezialisten
E-Commerce-Standard,Dat,Plur,Masc,,NOUN,E-Commerce-Standards
E-Commerce-Startup,Dat,Plur,Neut,,NOUN,E-Commerce-Startups
E-Commerce-Steuer,Acc,Sing,Fem,,NOUN,E-Commerce-Steuer
E-Commerce-Steuer,Acc,Sing,,,NOUN,E-Commerce-Steuer
E-Commerce-Strategie,Acc,Sing,Fem,,NOUN,E-Commerce-Strategie
E-Commerce-Strategie,Dat,Sing,Fem,,NOUN,E-Commerce-Strategie
E-Commerce-System,Acc,Sing,Neut,,NOUN,E-Commerce-System
E-Commerce-System,Dat,Plur,Neut,,NOUN,E-Commerce-Systemen
E-Commerce-System,Dat,Sing,Neut,,NOUN,E-Commerce-System
E-Commerce-Transaktion,Dat,Plur,Fem,,NOUN,E-Commerce-Transaktionen
E-Commerce-Transaktion,Dat,Sing,Fem,,NOUN,E-Commerce-Transaktion
E-Commerce-Tätigkeit,Acc,Plur,Fem,,NOUN,E-Commerce-Tätigkeiten
E-Commerce-Umsatz,Dat,Plur,Masc,,NOUN,E-Commerce-Umsätzen
E-Commerce-Umsatz,Acc,Plur,Masc,,NOUN,E-Commerce-Umsätze
E-Commerce-Unternehmen,Dat,Sing,Neut,,NOUN,E-Commerce-Unternehmen
E-Commerce-Unternehmen,Dat,Plur,Neut,,NOUN,E-Commerce-Unternehmen
E-Commerce-Unternehmen,Acc,Sing,Neut,,NOUN,E-Commerce-Unternehmen
E-Commerce-Unternehmen,Acc,Plur,Neut,,NOUN,E-Commerce-Unternehmen
E-Commerce-Unternehmung,Dat,Sing,Fem,,NOUN,E-Commerce-Unternehmung
E-Commerce-Verfahren,Acc,Plur,Neut,,NOUN,E-Commerce-Verfahren
E-Commerce-Website,Acc,Sing,Fem,,NOUN,E-Commerce-Website
E-Commerce-Welle,Dat,Sing,Fem,,NOUN,E-Commerce-Welle
E-Commerce-Zusammenarbeit,Dat,Sing,Fem,,NOUN,E-Commerce-Zusammenarbeit
E-Commmerce-Lösung,Acc,Sing,Fem,,NOUN,E-Commmerce-Lösung
E-Community-Standard,Dat,Plur,Masc,,NOUN,E-Community-Standards
E-Demokratie,Acc,Sing,Fem,,NOUN,E-Demokratie
E-Demokratie,Dat,Sing,Fem,,NOUN,E-Demokratie
E-Einkaufbummel,Dat,Sing,Masc,,NOUN,E-Einkaufbummel
E-Geld,Dat,Sing,Neut,,NOUN,E-Geld
E-Geldinstitut,Dat,Plur,Neut,,NOUN,E-Geldinstituten
E-Geschäft,Acc,Sing,Neut,,NOUN,E-Geschäft
E-Geschäft,Dat,Sing,Neut,,NOUN,E-Geschäft
E-Gesundheitsvorsorge,Acc,Sing,Fem,,NOUN,E-Gesundheitsvorsorge
E-Government,Dat,Sing,,,NOUN,E-Government
E-Government,Dat,,,,NOUN,E-Government
E-Government-Ansatz,Acc,Sing,Masc,,NOUN,E-Government-Ansatz
E-Government-Entwicklung,Dat,Sing,Fem,,NOUN,E-Government-Entwicklung
E-Government-Entwicklung,Acc,Sing,Fem,,NOUN,E-Government-Entwicklung
E-Government-Strategie,Acc,Sing,Fem,,NOUN,E-Government-Strategie
E-Government-System,Acc,Plur,Neut,,NOUN,E-Government-Systeme
E-Government-Wettbewerb,Acc,Sing,Masc,,NOUN,E-Government-Wettbewerb
E-Handel,Dat,Sing,Masc,,NOUN,E-Handel
E-Hausprodukt,Dat,Plur,Neut,,NOUN,E-Hausprodukten
E-Händler,Acc,Plur,Masc,,NOUN,E-Händler
E-Idee,Dat,Sing,Fem,,NOUN,E-Idee
E-Kreide,Dat,Sing,Fem,,NOUN,E-Kreide
E-Kriegsführung,Dat,Sing,Fem,,NOUN,E-Kriegsführung
E-Leader,Acc,Sing,Fem,,NOUN,E-Leader
E-Learning-Anbieter,Dat,Plur,Masc,,NOUN,E-Learning-Anbietern
E-Mail,Dat,Sing,Fem,,NOUN,E-Mail
E-Mail,Acc,Sing,Fem,,NOUN,E-Mail
E-Mail,Acc,Plur,Fem,,NOUN,E-Mails
E-Mail,Dat,Plur,Fem,,NOUN,E-Mails
E-Mail-Abonnent,Dat,Plur,Masc,,NOUN,E-Mail-Abonnenten
E-Mail-Aboservice,Acc,Sing,Masc,,NOUN,E-Mail-Aboservice
E-Mail-Abruf,Acc,Sing,Masc,,NOUN,E-Mail-Abruf
E-Mail-Account,Acc,Sing,Masc,,NOUN,E-Mail-Account
E-Mail-Account,Dat,Plur,Masc,,NOUN,E-Mail-Accounts
E-Mail-Account,Acc,Plur,Masc,,NOUN,E-Mail-Accounts
E-Mail-Account,Dat,Sing,Masc,,NOUN,E-Mail-Account
E-Mail-Adresse,Acc,Sing,Fem,,NOUN,E-Mail-Adresse
E-Mail-Adresse,Dat,Plur,Fem,,NOUN,E-Mail-Adressen
E-Mail-Adresse,Dat,Sing,Fem,,NOUN,E-Mail-Adresse
E-Mail-Adresse,Acc,Plur,Fem,,NOUN,E-Mail-Adressen
E-Mail-Aktion,Dat,Sing,Fem,,NOUN,E-Mail-Aktion
E-Mail-Anbieter,Dat,Sing,Masc,,NOUN,E-Mail-Anbieter
E-Mail-Anfrage,Dat,Plur,Fem,,NOUN,E-Mail-Anfragen
E-Mail-Angriff,Dat,Plur,Masc,,NOUN,E-Mail-Angriffen
E-Mail-Anhang,Acc,Sing,Masc,,NOUN,E-Mail-Anhang
E-Mail-Anhang,Acc,Plur,Masc,,NOUN,E-Mail-Anhänge
E-Mail-Anschluß,Acc,Sing,Masc,,NOUN,E-Mail-Anschluss
E-Mail-Anwendung,Acc,Plur,Fem,,NOUN,E-Mail-Anwendungen
E-Mail-Anzeige,Acc,Sing,Fem,,NOUN,E-Mail-Anzeige
E-Mail-Austausch,Dat,Sing,Masc,,NOUN,E-Mail-Austausch
E-Mail-Austausch,Acc,Sing,Masc,,NOUN,E-Mail-Austausch
E-Mail-Benutzer,Dat,Plur,Masc,,NOUN,E-Mail-Benutzern
E-Mail-Bestätigung,Acc,Sing,Fem,,NOUN,E-Mail-Bestätigung
E-Mail-Check,Dat,Sing,Masc,,NOUN,E-Mail-Check
E-Mail-Check,Acc,Sing,Masc,,NOUN,E-Mail-Check
E-Mail-Client,Acc,Sing,Masc,,NOUN,E-Mail-Client
E-Mail-Dienst,Acc,Sing,Masc,,NOUN,E-Mail-Dienst
E-Mail-Dienst,Acc,Plur,Masc,,NOUN,E-Mail-Dienste
E-Mail-Dienst,Dat,Sing,Masc,,NOUN,E-Mail-Dienst
E-Mail-Dienstleister,Acc,Sing,Masc,,NOUN,E-Mail-Dienstleister
E-Mail-Diktierdienst,Acc,Sing,Masc,,NOUN,E-Mail-Diktierdienst
E-Mail-Empfänger,Acc,Sing,Masc,,NOUN,E-Mail-Empfänger
E-Mail-Flut,Dat,Sing,Fem,,NOUN,E-Mail-Flut
E-Mail-Flut,Acc,Sing,Fem,,NOUN,E-Mail-Flut
E-Mail-Kampagne,Acc,Sing,Fem,,NOUN,E-Mail-Kampagne
E-Mail-Kampagne,Dat,Plur,Fem,,NOUN,E-Mail-Kampagnen
E-Mail-Klassiker,Acc,Sing,Masc,,NOUN,E-Mail-Klassiker
E-Mail-Kommunikation,Acc,Sing,Fem,,NOUN,E-Mail-Kommunikation
E-Mail-Kontakt,Acc,Plur,Masc,,NOUN,E-Mail-Kontakte
E-Mail-Kontakt,Acc,Sing,Masc,,NOUN,E-Mail-Kontakt
E-Mail-Konto,Acc,Plur,Neut,,NOUN,E-Mail-Konten
E-Mail-Konto,Dat,Plur,Neut,,NOUN,E-Mail-Konten
E-Mail-Konto,Acc,Sing,Neut,,NOUN,E-Mail-Konto
E-Mail-Korrespondenz,Acc,Sing,Fem,,NOUN,E-Mail-Korrespondenz
E-Mail-Nachricht,Acc,Sing,Fem,,NOUN,E-Mail-Nachricht
E-Mail-Newsletter,Dat,Sing,Masc,,NOUN,E-Mail-Newsletter
E-Mail-Newsletter,Acc,Sing,Masc,,NOUN,E-Mail-Newsletter
E-Mail-Newsletter,Dat,Plur,Masc,,NOUN,E-Mail-Newslettern
E-Mail-Postfach,Acc,Sing,Neut,,NOUN,E-Mail-Postfach
E-Mail-Postfach,Acc,Plur,Neut,,NOUN,E-Mail-Postfächer
E-Mail-Programm,Acc,Sing,Neut,,NOUN,E-Mail-Programm
E-Mail-Programm,Dat,Plur,Neut,,NOUN,E-Mail-Programmen
E-Mail-Programm,Dat,Sing,Neut,,NOUN,E-Mail-Programm
E-Mail-Provider,Acc,Plur,Masc,,NOUN,E-Mail-Provider
E-Mail-Reklame,Dat,Sing,Fem,,NOUN,E-Mail-Reklame
E-Mail-Server,Acc,Sing,Masc,,NOUN,E-Mail-Server
E-Mail-Server,Acc,Plur,Masc,,NOUN,E-Mail-Server
E-Mail-Server-Störung,Dat,Sing,Fem,,NOUN,E-Mail-Server-Störung
E-Mail-Servertypus,Dat,Plur,Masc,,NOUN,E-Mail-Servertypen
E-Mail-Service,Acc,Sing,Masc,,NOUN,E-Mail-Service
E-Mail-Service,Dat,Plur,Masc,,NOUN,E-Mail-Services
E-Mail-Software,Dat,Sing,Fem,,NOUN,E-Mail-Software
E-Mail-Station,Acc,Sing,Fem,,NOUN,E-Mail-Station
E-Mail-Support,Dat,Sing,Masc,,NOUN,E-Mail-Support
E-Mail-System,Acc,Sing,Neut,,NOUN,E-Mail-System
E-Mail-System,Acc,Plur,Neut,,NOUN,E-Mail-Systeme
E-Mail-Texten,Dat,Sing,Neut,,NOUN,E-Mail-Texten
E-Mail-Titel,Acc,Plur,Masc,,NOUN,E-Mail-Titel
E-Mail-Verbreitung,Acc,Sing,Fem,,NOUN,E-Mail-Verbreitung
E-Mail-Verkehr,Dat,Sing,Masc,,NOUN,E-Mail-Verkehr
E-Mail-Verkehr,Acc,Sing,Masc,,NOUN,E-Mail-Verkehr
E-Mail-Versand,Dat,Sing,Masc,,NOUN,E-Mail-Versand
E-Mail-Verschlüsselung,Dat,Sing,Fem,,NOUN,E-Mail-Verschlüsselung
E-Mail-Verteilung,Acc,Sing,Fem,,NOUN,E-Mail-Verteilung
E-Mail-Verwaltung,Acc,Sing,Fem,,NOUN,E-Mail-Verwaltung
E-Mail-Verzeichnis,Dat,Plur,Neut,,NOUN,E-Mail-Verzeichnissen
E-Mail-Virus,Acc,Sing,Masc,,NOUN,E-Mail-Virus
E-Mail-Weiterleitung,Acc,Sing,Fem,,NOUN,E-Mail-Weiterleitung
E-Mail-Weiterleitungsservice,Acc,Sing,Masc,,NOUN,E-Mail-Weiterleitungsservice
E-Mail-Werbung,Dat,Sing,Fem,,NOUN,E-Mail-Werbung
E-Mail-Werbung,Acc,Sing,Fem,,NOUN,E-Mail-Werbung
E-Mail-Wurm,Acc,Sing,Masc,,NOUN,E-Mail-Wurm
E-Mail-Wurm,Dat,Plur,Masc,,NOUN,E-Mail-Würmern
E-Mail-Wurm,Dat,Sing,Masc,,NOUN,E-Mail-Wurm
E-Mail-Wurmbefall,Dat,Sing,Masc,,NOUN,E-Mail-Wurmbefall
E-Mail-Zugang,Acc,Sing,Masc,,NOUN,E-Mail-Zugang
E-Mail-Übertragung,Acc,Sing,Fem,,NOUN,E-Mail-Übertragung
E-Mail-Überwachungsprogramm,Acc,Sing,Neut,,NOUN,E-Mail-Überwachungsprogramm
E-Mailfunktion,Dat,Plur,Fem,,NOUN,E-Mailfunktionen
E-Mailsystem,Acc,Sing,Neut,,NOUN,E-Mailsystem
E-Marktplatz,Acc,Plur,Masc,,NOUN,E-Marktplätze
E-Maus,Acc,Sing,Fem,,NOUN,E-Maus
E-Mu,Dat,,,,PROPN,E-Mu
E-Netz,Dat,Plur,Neut,,NOUN,E-Netzen
E-Netz,Acc,Plur,Neut,,NOUN,E-Netze
E-Nix,Acc,Sing,,,PROPN,E-Nix
E-Paper-Version,Dat,Sing,Fem,,NOUN,E-Paper-Version
E-Pass,Dat,Sing,,,PROPN,E-Pass
E-Pass,Acc,Sing,,,PROPN,E-Pass
E-Pass-Gründer,Acc,Plur,Masc,,NOUN,E-Pass-Gründer
E-Payment-Entwicklung,Acc,Sing,Fem,,NOUN,E-Payment-Entwicklung
E-Plus-Anteil,Acc,Plur,Masc,,NOUN,E-Plus-Anteile
E-Plus-Dienst,Acc,Sing,Masc,,NOUN,E-Plus-Dienst
E-Plus-Gesellschafter,Dat,Sing,Masc,,NOUN,E-Plus-Gesellschafter
E-Plus-Gesprächsaufbau,Acc,Sing,Masc,,NOUN,E-Plus-Gesprächsaufbau
E-Plus-Handy,Acc,Plur,Neut,,NOUN,E-Plus-Handys
E-Plus-Handy,Dat,Sing,Neut,,NOUN,E-Plus-Handy
E-Plus-Hutchison,Acc,Sing,,,PROPN,E-Plus-Hutchison
E-Plus-Hutchison,Dat,Sing,,,PROPN,E-Plus-Hutchison
E-Plus-Kunde,Dat,Plur,,,NOUN,E-Plus-Kunden
E-Plus-Kunde,Acc,Plur,,,NOUN,E-Plus-Kunden
E-Plus-Mutter,Dat,Sing,Fem,,NOUN,E-Plus-Mutter
E-Plus-Netz,Dat,Sing,Neut,,NOUN,E-Plus-Netz
E-Plus-Netz,Acc,Sing,Neut,,NOUN,E-Plus-Netz
E-Plus-Sprecher,Dat,Sing,Masc,,NOUN,E-Plus-Sprecher
E-Plus-Tochter,Dat,Sing,Fem,,NOUN,E-Plus-Tochter
E-Plus-Vorkaufsrecht,Dat,Sing,Neut,,NOUN,E-Plus-Vorkaufsrecht
E-Plus-WAP-Portal,Acc,Sing,Neut,,NOUN,E-Plus-WAP-Portal
E-Plus-Übernahmeangebot,Acc,Plur,Neut,,NOUN,E-Plus-Übernahmeangebote
E-Plus/Hutchison,Dat,Sing,,,PROPN,E-Plus/Hutchison
E-Post,Acc,Sing,Fem,,NOUN,E-Post
E-Power,Acc,Sing,,,PROPN,E-Power
E-Ruhe,Dat,Sing,Fem,,NOUN,E-Ruhe
E-Seminar,Acc,Sing,Neut,,NOUN,E-Seminar
E-Serie,Acc,Sing,Fem,,NOUN,E-Serie
E-Series-Prozessor,Dat,Plur,Masc,,NOUN,E-Series-Prozessoren
E-Shop,Dat,Plur,Masc,,NOUN,E-Shops
E-Shop-Anbieter,Acc,Plur,Masc,,NOUN,E-Shop-Anbieter
E-Shopping-Site,Dat,Plur,Fem,,NOUN,E-Shopping-Sites
E-Sicherheit,Dat,Sing,Fem,,NOUN,E-Sicherheit
E-Smog-Debatte,Dat,Sing,Fem,,NOUN,E-Smog-Debatte
E-Stadttor,Acc,Sing,Neut,,NOUN,E-Stadttor
E-Stamp,Acc,Sing,,,PROPN,E-Stamp
E-Steuer,Acc,Plur,,,NOUN,E-Steuern
E-Ticket-Marktanteil,Acc,Sing,Masc,,NOUN,E-Ticket-Marktanteil
E-Vergabe,Acc,Sing,Fem,,NOUN,E-Vergabe
E-Wahl,Dat,Plur,Fem,,NOUN,E-Wahlen
E-Wahl,Dat,Sing,Fem,,NOUN,E-Wahl
E-Weihnachtsverkäufer,Acc,Plur,Masc,,NOUN,E-Weihnachtsverkäufer
E-Welt,Acc,Sing,Fem,,NOUN,E-Welt
E-Welt,Dat,Sing,Fem,,NOUN,E-Welt
E-Windel-Distributor,Dat,Sing,Masc,,NOUN,E-Windel-Distributor
E-Zine,Acc,Sing,Neut,,NOUN,E-Zine
E-business-Projekt,Dat,Sing,Neut,,NOUN,E-business-Projekt
E-commerce,Acc,Sing,Masc,,NOUN,E-commerce
E-nef-Firma,Acc,Plur,Fem,,NOUN,E-nef-Firmen
E.,Dat,Sing,,,PROPN,E.
E.A.R.,Acc,Sing,Fem,,PROPN,E.A.R.
E.ON,Dat,Sing,Masc,,PROPN,E.ON
E.ON-Anteil,Acc,Sing,Masc,,NOUN,E.ON-Anteil
E.ON-Tochter,Dat,Sing,Fem,,NOUN,E.ON-Tochter
E/A-Punkt,Dat,Plur,Masc,,NOUN,E/A-Punkten
E1-Hyperstone,Dat,Sing,,,PROPN,E1-Hyperstone
E1-Netz,Acc,Sing,Neut,,NOUN,E1-Netz
E2-Netz,Dat,Sing,Neut,,NOUN,E2-Netz
E2-Netzbetreiber,Dat,Sing,Masc,,NOUN,E2-Netzbetreiber
E3-Messe,Acc,Sing,Fem,,NOUN,E3-Messe
EA-Technologie,Acc,Sing,Fem,,NOUN,EA-Technologie
EAN-Code,Acc,Plur,Masc,,NOUN,EAN-Codes
EARSandEYES,Dat,,,,PROPN,EARSandEYES
EAX,Acc,,,,PROPN,EAX
EBC-Modell,Dat,Sing,Neut,,NOUN,EBC-Modell
EBGA-Format,Dat,Sing,Neut,,NOUN,EBGA-Format
EBGA-Gehäuse,Dat,Sing,Neut,,NOUN,EBGA-Gehäuse
EBITDA-Verlust,Acc,Sing,Masc,,NOUN,EBITDA-Verlust
EBay-Anleitung,Dat,Sing,Fem,,NOUN,EBay-Anleitung
EBay-Kunde,Dat,Sing,Masc,,NOUN,EBay-Kunden
EC,Acc,Plur,Fem,,PROPN,EC
EC,Dat,Plur,,,NOUN,EC
EC-Karte,Dat,Plur,Fem,,NOUN,EC-Karten
EC-Scheckkarte,Acc,Plur,Fem,,NOUN,EC-Scheckkarten
ECB-Format,Dat,Sing,Neut,,NOUN,ECB-Format
ECC-Architektur,Acc,Sing,Fem,,NOUN,ECC-Architektur
ECC-Bit,Acc,Sing,Neut,,NOUN,ECC-Bit
ECC-Cache,Acc,Sing,Masc,,NOUN,ECC-Cache
ECC-Fehlerkorrektur,Acc,Sing,Fem,,NOUN,ECC-Fehlerkorrektur
ECC-Fehlerkorrektur,Dat,Sing,Fem,,NOUN,ECC-Fehlerkorrektur
ECC-Zusatzchip,Dat,Plur,Masc,,NOUN,ECC-Zusatzchips
ECHELON,Dat,,,,NOUN,ECHELON
ECHELON-System,Acc,Sing,Neut,,NOUN,ECHELON-System
ECL-Bipolar-Technik,Acc,Sing,Fem,,NOUN,ECL-Bipolar-Technik
ECMA,Dat,,,,PROPN,ECMA
ECMAscript-Compiler,Acc,Sing,Masc,,NOUN,ECMAscript-Compiler
ECO,Acc,Sing,Masc,,PROPN,ECO
ECommerce,Dat,Sing,Masc,,NOUN,ECommerce
ECommerce,Acc,,,,NOUN,ECommerce
ECommerce,Dat,Sing,,,NOUN,ECommerce
ECommerce-Angebot,Dat,Plur,Neut,,NOUN,ECommerce-Angeboten
ECommerce-Anwendung,Dat,Plur,Fem,,NOUN,ECommerce-Anwendungen
ECommerce-Lösung,Acc,Sing,Fem,,NOUN,ECommerce-Lösung
ECommerce-Markt,Acc,Sing,Masc,,NOUN,ECommerce-Markt
ECommerce-Software,Dat,Sing,Fem,,NOUN,ECommerce-Software
